name,address,price,neighborhood,county,type,reviews,stars,lng,lat
Highlawn Pavilion,"Eagle Rock Reservation,West Orange, NJ  07052",3,West Orange ,, American,139,4.4,-74.2385244,40.811357
Henry's Restaurant,"2745 Broadway,New York, NY  10025",2,Upper West Side ,New York County, Contemporary American,59,3.9,-73.9685113,40.8009494
Hearth,"403 East 12 Street,New York, NY  10009",4,East Village ,New York County, American,175,4.2,-73.9831883,40.7300263
Hibiscus Restaurant,"270 South Street,Morristown, NJ  07869",2,Morristown ,Morris County, Caribbean,10,3.8,-74.4703529,40.787657
Heirloom - New Haven,"1157 Chapel Street,New Haven, CT  06511",2,New Haven ,New Haven County, American,70,3.7,-72.9328797,41.308979
Heartland Brewery Chophouse,"127 West 43rd Street,New York, NY  10036",2,Theater District / Times Square ,New York County, American,41,3.3,-73.9845582,40.7561504
Havana Central Union Square,"22 East 17th Street,New York, NY  10003",2,Union Square ,New York County, Cuban,84,3.5,-73.9911528,40.7372444
Havana NY,"27 West 38th Street,New York, NY  10018",2,Midtown West ,New York County, Cuban,60,3.7,-73.9843609,40.7517838
Havana - Alma de Cuba,"94 Christopher St.,New York, NY  10014",2,West Village ,New York County, Cuban,55,3.9,-74.0045143,40.7332076
Havana Central Times Square,"151 W 46th Street,New York, NY  10036",2,Theater District / Times Square ,New York County, Cuban,361,3.8,-73.9841101,40.7584223
Havana Central at The West End,"2911 Broadway,New York, NY  10025",2,Upper West Side ,New York County, Cuban,51,3.7,-73.9653429,40.8066004
Hat City Kitchen,"459 Valley Street,Orange, NJ  07050",2,Orange ,Essex County, Creole / Cajun / Southern,48,4.2,-74.24858139999999,40.7660302
Harvest on Hudson,"1 River Street,Hastings on Hudson, NY  10706",4,Hastings on Hudson ,Westchester County, Mediterranean,265,4.2,-73.8845889,40.9985874
Haru Sushi - Gramercy Park,"220 Park Avenue South,New York, NY  10003",3,Gramercy / Flatiron ,New York County, Japanese,60,3.7,-73.9889391,40.7371405
The Harrison,"355 Greenwich Street,New York, NY  10013",3,TriBeCa - Downtown ,New York County, American,113,4.0,-74.0100961,40.7189316
Harry's Cafe and Steak,"One Hanover Square,New York, NY  10004",3,Financial District ,New York County, Steak,18,3.8,-74.009734,40.7046145
Hana Japanese Steakhouse,"1620 Western Avenue,Albany, NY  12203",2,Albany ,Albany County, Japanese,34,4.2,-73.8504162,42.6847295
Haru Sushi - Wall Street,"One Wall Street Court,New York, NY  10005",2,Financial District ,New York County, Japanese,55,3.8,-74.0118078,40.7071269
Haru Sushi - Broadway,"205 West 43rd Street,New York, NY  10036",3,Theater District / Times Square ,New York County, Japanese,152,3.8,-73.98690979999999,40.757189
Harbor Mist Restaurant,"105 Harbor Road,Cold Spring Harbor, NY  11724",2,Cold Spring Harbor ,Suffolk County, Seafood,-1,-1,-73.4617347,40.8663057
Hamilton & Ward Steakhouse,"101 Ward Street,Paterson, NJ  07505",3,Paterson ,Passaic County, Steakhouse,63,4.6,-74.171335,40.9149109
Harvest,"252 Schraalenbergh Rd,Closter, NJ  07624",3,Closter ,Bergen County, French,43,4.3,-73.9829242,40.9717033
Halcyon,"114 Walnut Street,Montclair, NJ  07042",2,Montclair ,Essex County, Seafood,109,4.1,-74.21151499999999,40.817593
Half Moon,"1 High Street,Dobbs Ferry, NY  10522",2,Dobbs Ferry ,Westchester County, American,282,3.9,-73.8812054,41.0110448
Hachi Asian Bistro,"631 Grand Street,Brooklyn, NY  11211",2,Williamsburg ,Kings County, Asian,-1,-1,-73.94690969999999,40.7115545
H2O Seafood Grill,"215 West Main Street,Smithtown, NY  11787",3,Smithtown ,Suffolk County, Seafood,136,4.1,-73.2023368,40.8567294
Hakata Tonton,"61 Grove Street,New York, NY  10014",3,West Village ,New York County, Japanese,42,4.4,-74.0033105,40.7333325
Gyu-Kaku - Mid Town,"805 3rd Ave 2nd Floor,New York, NY  10022",3,Midtown East ,New York County, Japanese,173,4.0,-73.97056789999999,40.7554239
GustOrganics,"519 Avenue of the Americas,New York, NY  10011",2,West Village ,New York County, Organic,64,3.4,-73.9973222,40.73715199999999
Guayoyo Restaurant,"67 First Avenue,New York, NY  10003",2,East Village ,New York County, South American,10,3.9,-73.987292,40.725414
Gusto Ristorante e Bar Americano,"60 Greenwich Ave,New York, NY  10011",3,West Village ,New York County, Italian,95,3.9,-74.0006392,40.7360338
Guantanamera,"939 8th Avenue,New York, NY  10019",2,Midtown West ,New York County, Cuban,61,3.6,-73.9838548,40.7659479
Hakubai - The Kitano,"66 Park Avenue,New York, NY  10016",4,Murray Hill ,New York County, Japanese,23,4.0,-73.9799716,40.7495879
Gulf Coast Kitchen at the Montauk Yacht Club,"32 Star Island Road,Montauk, NY  11954",2,Montauk ,Suffolk County, American,23,3.4,-71.93261799999999,41.069287
Gyu-Kaku - East Village,"34 Cooper Square,New York, NY  10003",3,East Village ,New York County, Japanese,155,4.0,-73.9914601,40.728255
Grotta Azzurra,"177 Mulberry Street,New York, NY  10013",2,Little Italy ,New York County, Italian,45,3.4,-73.9970444,40.7203258
Grissini,"484 Sylvan Avenue,Englewood Cliffs, NJ  07632",3,Englewood ,Bergen County, Italian,26,4.1,-73.9519655,40.8795034
The Grill Room,"225 Liberty Street,New York, NY  10281",3,Financial District ,New York County, Seafood,20,3.8,-74.01526539999999,40.7119835
The Grill Room - Hauppauge,"160 Adams Ave.,Hauppauge, NY  11788",2,Hauppauge ,Suffolk County, Contemporary American,30,3.8,-73.25682669999999,40.8112279
The Grill On Pantigo,"203 Pantigo Road,East Hampton, NY  11937",2,East Hampton ,Suffolk County, American,62,3.7,-72.16926,40.968214
Grasso's,"134 Main Street,Cold Spring Harbor, NY  11724",3,Cold Spring Harbor ,Suffolk County, American,77,4.2,-73.45682699999999,40.8710637
Graziella's Restaurant,"95 South Broadway,White Plains, NY  10601",3,White Plains ,Westchester County, Italian,16,3.9,-73.7627122,41.0294134
Greenwich Tavern,"1392 East Putnam Avenue,Greenwich, CT  06870",2,Greenwich ,Fairfield County, American,63,4.1,-73.572028,41.044569
Grant's Restaurant and Bar,"977 Farmington Ave,West Hartford, CT  06107",3,West Hartford ,Hartford County, American,104,4.3,-72.7439306,41.7610197
Greenwich Grill,"428 Greenwich Street,New York, NY  10013",3,TriBeCa - Downtown ,New York County, Italian,79,3.9,-74.00992920000002,40.72242019999999
Grano Trattoria,"21 Greenwich Ave,New York, NY  10014",3,Greenwich Village ,New York County, Italian,-1,-1,-74.000176,40.734542
Grand Cru Wine Bar | Bistro,"36 North Van Brunt Street,Englewood, NJ  07631",2,Englewood ,Bergen County, Contemporary American,7,4.1,-73.9745202,40.89538
Grand Central Oyster Bar,"Grand Central Terminal,89 E. 42nd St.,New York, NY  10017",3,Midtown East ,New York County, Seafood,290,3.5,-73.9772294,40.7527262
Grand Tier Met Opera,"Lincoln Center Plaza,New York, NY  10023",4,Lincoln Center ,, Italian,189,4.2,-73.98338079999999,40.7724038
Gramercy Tavern,"42 E. 20th St,New York, NY  10003",4,Gramercy / Flatiron ,New York County, American,486,4.5,-73.9884185,40.738427
Grand Bar & Lounge @ Soho Grand Hotel,"310 West Broadway,New York, NY  10013",3,SoHo ,New York County, American,8,3.3,-74.0045064,40.7220519
grand,"15 Bank Street,Stamford, CT  06901",3,Stamford ,Fairfield County, American,4,3.0,-73.5406179,41.0527968
Gotham Bar and Grill,"12 East 12th Street,New York, NY  10003",4,Union Square ,New York County, Contemporary American,544,4.5,-73.9938232,40.7340887
Gossip Restaurant,"733 Ninth Ave,New York, NY  10019",2,Theater District / Times Square ,New York County, American,29,3.7,-73.98939399999999,40.7633711
Golosi,"1304A Second Avenue,New York, NY  10065",2,Upper East Side ,New York County, Italian,-1,-1,-73.9598606,40.7664653
Graffiti American Grill,"8285 Jericho Tpke.,Woodbury, NY  11797",2,"Woodbury, NY ",Nassau County, American,-1,-1,-73.4673318,40.8170225
Gordon Ramsay at the London,"151 West 54th Street,New York, NY  10019",4,Midtown West ,New York County, Contemporary French,212,4.5,-73.9806361,40.7635061
The Goose American Bistro and Bar,"972 Post Road,Darien, CT  06820",2,Darien ,Fairfield County, Contemporary American,42,3.5,-73.4709591,41.0760602
Good Restaurant,"89 Greenwich Avenue,New York, NY  10014",3,West Village ,New York County, Contemporary American,92,3.8,-74.0018114,40.7372741
Gobo - Upper East Side,"1426 3rd Avenue,New York, NY  10028",2,Upper East Side ,New York County, Vegetarian,42,4.0,-73.956614,40.775589
Gobo - Greenwich Village,"401 Avenue of the Americas,New York, NY  10014",2,Greenwich Village ,New York County, Vegetarian,72,4.1,-74.00002599999999,40.7335054
Glass Woods Tavern - Hyatt Regency New Brunswick,"2 Albany Street,New Brunswick, NJ  08901",2,New Brunswick ,Middlesex County, American,9,3.6,-74.4412686,40.4962421
Gnocco,"337 East 10th Street,New York, NY  10009",2,East Village ,New York County, Italian,97,3.7,-73.98024699999999,40.7271558
Glass House Tavern,"252 West 47th Street,New York, NY  10036",3,Theater District / Times Square ,New York County, Contemporary American,300,4.0,-73.98669799999999,40.759833
Giorgio's of Gramercy,"27 East 21st Street,New York, NY  10010",3,Gramercy / Flatiron ,New York County, Contemporary American,148,4.0,-73.98863709999999,40.7396979
Giuseppe Ristorante,"5 Sicomac Road,North Haledon, NJ  07508",3,North Haledon ,Passaic County, Italian,25,4.2,-74.1925007,40.9733432
Gigino at Wagner Park,"20 Battery Place,New York, NY  10004",2,Battery Park ,New York County, Italian,100,3.9,-74.01756189999999,40.7049736
The Ginger Man,"64 Greenwich Avenue,Greenwich, CT  06830",2,Greenwich ,Fairfield County, American,29,3.7,-73.6268973,41.0298229
Gigino Trattoria,"323 Greenwich Street,New York, NY  10013",2,TriBeCa - Downtown ,New York County, Italian,72,3.8,-74.0104631,40.7172655
Gilt,"455 Madison Ave,New York, NY  10022",4,Midtown East ,New York County, Contemporary American,102,4.3,-73.9749775,40.75801999999999
Giardino - by Russo's on the Bay,"44-37 Douglaston Parkway,Douglaston, NY  11363",2,Queens ,Queens County, Italian,23,4.1,-73.7442461,40.7656447
Giorgione,"307 Spring Street,New York, NY  10013",3,SoHo ,New York County, Italian,65,3.9,-74.0084437,40.7261502
Giano,"126 E 7th Street,New York, NY  10009",2,East Village ,New York County, Italian,48,4.0,-73.9841965,40.726131
Giardinetto Restaurant,"233 Doughty Blvd.,Inwood, NY  11096",3,Inwood ,Nassau County, Italian,8,4.5,-73.7469318,40.61802
Geronimo - New Haven,"271 Crown Street,New Haven, CT  06511",2,New Haven ,New Haven County, Southwest,39,3.9,-72.930661,41.3067
Gervasi's,"324 Central Avenue,White Plains, NY  10606",3,White Plains ,Westchester County, Italian,33,3.8,-73.7847096,41.0341545
Georgica,"108 Wainscott Stone Road,Wainscott, NY  11975",3,East Hampton ,Suffolk County, Contemporary American,29,3.2,-72.23978799999999,40.9495829
Gentleman Farmer,"40 Rivington St.,New York, NY  10002",2,Lower East Side ,New York County, French,30,3.9,-73.9910864,40.7210992
Gente,"153 East 45th Street,New York, NY  10017",3,Midtown East ,New York County, Italian,53,3.7,-73.9734886,40.7531015
George Martin The Original,"65 North Park Avenue,Rockville Centre, NY  11570",3,Rockville Centre ,Nassau County, Contemporary American,59,4.1,-73.6447683,40.6585205
Gari,"370 Columbus Avenue,New York, NY  10024",4,Upper West Side ,New York County, Sushi,98,4.1,-73.9764434,40.781163
Geisha,"33 East 61st St,New York, NY  10021",4,Upper East Side ,New York County, Asian,59,3.8,-73.9698519,40.7647672
Gazala's,"380 Columbus Avenue,New York, NY  10024",2,Upper West Side ,New York County, Middle Eastern,22,3.7,-73.976107,40.7815674
Gallo Nero,"404 West 44th Street,New York, NY  10036",2,Hell's Kitchen ,New York County, Italian,80,3.9,-73.9923699,40.75977
Garage Restaurant and Cafe,"99 7th Avenue South,New York, NY  10014",2,Greenwich Village ,New York County, Contemporary American,114,3.8,-74.0028772,40.733047
Gallagher's Steak House,"228 West 52nd Street,New York, NY  10019",4,Theater District / Times Square ,New York County, Steakhouse,224,3.3,-73.983915,40.7627682
Gabriela's,"688 Columbus Avenue,New York, NY  10025",2,Upper West Side ,New York County, Mexican / Southwestern,32,3.8,-73.96907999999999,40.7912788
Gabrielle's,"78 Main Street,Centerbrook, CT  06409",2,Centerbrook ,Middlesex County, Contemporary American,68,4.3,-72.4159387,41.3512519
Gaslight Hoboken,"400 Adams Street,Hoboken, NJ  07030",2,Hoboken ,Hudson County, American,12,3.2,-74.03636039999999,40.7425495
The Garden at The Four Seasons,"57 E. 57th St.,New York, NY  10022",3,Midtown East ,New York County, American,-1,-1,-73.97160629999999,40.7621879
Gabbana Restaurant & Lounge,"107-11 Northern Blvd.,Corona, NY  11368",2,Corona ,Queens County, Latin American,22,4.0,-73.8614523,40.75804309999999
Fusha West,"311 Amsterdam Avenue,New York, NY  10023",2,Upper West Side ,New York County, Asian,41,3.9,-73.9802091,40.7802668
Fu Sushi,"182 Ave B,New York, NY  10009",2,Lower East Side ,New York County, Japanese,4,4.3,-73.9794471,40.7277979
Fulton,"205 East 75th Street,New York, NY  10021",4,Upper East Side ,New York County, Seafood,61,3.9,-73.9586659,40.7716245
Friend of a Farmer,"77 Irving Place,New York, NY  10003",3,Gramercy / Flatiron ,New York County, American,49,3.5,-73.9868281,40.7369226
The Frog and the Peach,"29 Dennis St.,New Brunswick, NJ  08901",3,New Brunswick ,Middlesex County, American,149,4.1,-74.44093409999999,40.4949792
Friends Lake Inn,"963 Friends Lake Road,Chestertown, NY  12817",3,Chestertown ,Warren County, Contemporary American,28,4.6,-73.85186070000002,43.6412056
Fresno,"8 Fresno Place,East Hampton, NY  11937",3,East Hampton ,Suffolk County, Contemporary American,34,3.9,-72.1966692,40.9636278
Fred's at Barneys New York - Madison Avenue,"660 Madison Avenue,9th Floor,New York, NY  10065",3,Upper East Side ,New York County, Italian,104,3.8,-73.9711289,40.764721
Frankie & Johnnie's Steakhouse - Rye,"77 Purchase St,Rye, NY  10580",3,Rye ,Westchester County, Steak,41,4.2,-73.6849586,40.9845375
Fraunces Tavern - The Porterhouse Brewing Co,"54 Pearl Street,New York, NY  10004",2,Financial District ,New York County, Contemporary American,-1,-1,-74.0113374,40.7033945
Frankie & Johnnie's Steakhouse - Manhattan,"32 West 37th,New York, NY  10018",3,Midtown West ,New York County, Steakhouse,83,4.1,-73.984917,40.7508297
Fusha East,"1065 First Avenue,New York, NY  10022",2,Midtown East ,New York County, Japanese,12,3.7,-73.96261989999999,40.7591927
Frank Guido's Little Italy,"14 Thomas Street,Kingston, NY  12401",2,Kingston ,Ulster County, Italian,9,4.1,-74.0022125,41.92928200000001
Francesco's Ristorante,"568 McBride Avenue,West Paterson, NJ  07424",2,Woodland Park ,Passaic County, Italian,11,4.3,-74.19736979999999,40.9052452
Four Food Studio,"515 Broadhollow Road,Melville, NY  11747",3,Melville ,Suffolk County, American,81,3.9,-73.421526,40.7709085
The Four Seasons Restaurant,"99 East 52nd Street,New York, NY  10022",4,Midtown East ,New York County, American,190,4.4,-73.9718681,40.7583177
Fountain Grille - Sheraton Long Island Hotel,"110 Motor Parkway,Smithtown, NY  11788",3,Smithtown ,Suffolk County, Contemporary American,-1,-1,-73.2642546,40.80683920000001
Forbidden City Bistro,"335 Main Street,Middletown, CT  06457",2,"Middletown, CT ",Middlesex County, Chinese,40,4.1,-72.65031069999999,41.56067609999999
forty four,"44 West 44th Street,New York, NY  10036",4,Midtown West ,New York County, American,12,2.9,-73.98230939999999,40.7555978
Fornino - Park Slope,"254 5th Avenue,Brooklyn, NY  11215",2,Park Slope ,Kings County, Italian,46,3.8,-73.98172699999999,40.67509
Flute Midtown,"205 West 54th Street,New York, NY  10019",3,Midtown West ,New York County, French,5,3.2,-73.9819101,40.7640187
Flute Gramercy,"40 East 20th Street,New York, NY  10003",3,Gramercy / Flatiron ,New York County, French,5,3.4,-73.9886118,40.7384441
The Flying Pig,"251 Lexington Avenue,Mount Kisco, NY  10549",3,Mount Kisco ,Westchester County, American,25,3.8,-73.7319196,41.1991779
Flor de Sol,"361  Greenwich,New York, NY  10013",2,TriBeCa - Downtown ,New York County, Spanish,70,3.7,-74.0100914,40.7190271
Fork and Vine (fka On 3 Restaurant),"32 Railroad Plaza,Glen Head, NY  11545",3,Glen Head ,Nassau County, American,70,3.8,-73.62549,40.8329949
Flex Mussels - 13th Street,"154 West 13th St.,New York, NY  10011",3,West Village ,New York County, Seafood,183,4.1,-73.9996942,40.7374001
FIVES Restaurant,"700 Fifth Avenue,New York, NY  10019",4,Midtown West ,New York County, American,18,3.9,-73.97541439999999,40.7616194
Fleming's Prime Steakhouse Edgewater,"90 The Promenade,Edgewater, NJ  07020",3,Edgewater ,Bergen County, Steak,11,3.8,-73.9873903,40.80637
Five Points,"31 Great Jones,New York, NY  10012",3,NoHo ,New York County, American,382,4.0,-73.9932196,40.7269003
The Fitz,"687 Lexington Avenue,New York, NY  10022",2,Midtown East ,New York County, Contemporary American,7,3.3,-73.9691078,40.7604787
Firenze,"1594 2nd Avenue,New York, NY  10028",3,Upper East Side ,New York County, Italian,34,3.8,-73.9530867,40.7755882
Fishtail by David Burke,"135 E 62nd Street,New York, NY  10065",4,Upper East Side ,New York County, Seafood,314,4.1,-73.9670828,40.7644424
Fireside at Omni Berkshire,"21 E. 52nd Street,New York, NY  10022",2,Midtown East ,New York County, American,30,3.6,-73.9749476,40.7594267
Fire + Ice West Nyack,"4532 Palisades Center Drive,West Nyack, NY  10994",2,Nyack ,Rockland County, American,16,3.8,-73.9540482,41.0985576
Fire & Oak - Jersey City,"479 Washington Boulevard,Jersey City, NJ  07310",2,Jersey City ,Hudson County, American,29,3.7,-74.0363125,40.724947
Fire & Oak - Montvale,"100 Chestnut Ridge Road,Montvale, NJ  07645",2,Montvale ,Bergen County, American,41,3.6,-74.07006319999999,41.0546035
Firebox Restaurant,"539 Broad Street,Hartford, CT  06101",3,Hartford / West Hartford ,Hartford County, Contemporary American,143,4.1,-72.686888,41.76233209999999
Flex Mussels,"174 East 82nd Street,New York, NY  10028",3,Upper East Side ,New York County, Seafood,255,4.0,-73.9565051,40.77630389999999
